year,origin,origin_code,origin_region,origin_lat,origin_lon,destination,destination_code,destination_region,destination_lat,destination_lon,is_interstate,is_cross_region,distance_km,tourist_flow_thousands,dest_total_tourists_thousands,origin_market_share_pct,dest_alos_days,dest_spend_per_night_rm,dest_accommodation_expenditure_rm_million,dest_aor_pct,dest_rooms_count,dest_domestic_hotel_guests,dest_foreign_hotel_guests,dest_foreign_guest_share_pct,corridor_implied_accom_spend_rm_million,flow_2019_thousands,recovery_rate_vs_2019_pct,corridor_trajectory_class,dest_alos,dest_spend_per_tourist,dest_spend_per_night,dest_accom_share,dest_accom_expenditure_m,corridor_tier,origin_share_of_dest_pct
2025,Kelantan,MY-03,East Coast,5.3117,102.004,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,False,244.14,297.176,10078.573,2.95,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,57.36,192.819,154.1,Resilient Anchor,2.33,193.02,82.96,0.1151,1945.36,Priority Conversion Corridor,3.13
2025,Sabah,MY-12,East Malaysia,5.9788,116.0753,Kelantan,MY-03,East Coast,5.3117,102.004,True,True,1558.79,296.511,6512.13,4.55,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,22.17,1.647,18003.1,Resilient Anchor,2.98,74.77,25.11,0.0929,486.94,Priority Conversion Corridor,5.3
2025,Melaka,MY-04,Southern,2.2458,102.2741,Perak,MY-08,Northern,4.694,101.0901,True,False,302.28,288.792,10413.82,2.77,2.44,31.32,795.67,46.4,19572.0,4291891.0,944578.0,18.04,22.07,344.798,83.8,Emerging / Modest Growth,2.44,76.4,31.32,0.0992,795.67,Priority Conversion Corridor,3.27
2025,Pahang,MY-06,East Coast,3.8126,102.3256,Negeri Sembilan,MY-05,Central,2.7258,102.243,True,False,121.19,287.89,6547.023,4.4,2.29,37.78,567.6,44.2,11527.0,2154435.0,497085.0,18.75,24.96,297.746,96.7,Resilient Anchor,2.29,86.7,37.78,0.0869,567.6,Priority Conversion Corridor,4.73
2025,Melaka,MY-04,Southern,2.2458,102.2741,Terengganu,MY-11,East Coast,4.881,103.1167,True,False,307.58,286.532,5239.642,5.47,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,26.75,51.659,554.7,Resilient Anchor,2.76,93.34,33.84,0.0844,489.09,Priority Conversion Corridor,6.29
2025,Johor,MY-01,Southern,1.9344,103.3587,Terengganu,MY-11,East Coast,4.881,103.1167,True,False,328.75,286.182,5239.642,5.46,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,26.71,124.623,229.6,Resilient Anchor,2.76,93.34,33.84,0.0844,489.09,Priority Conversion Corridor,6.29
2025,Kedah,MY-02,Northern,6.1184,100.3685,Kelantan,MY-03,East Coast,5.3117,102.004,True,False,201.97,285.999,6512.13,4.39,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,21.39,188.89,151.4,Resilient Anchor,2.98,74.77,25.11,0.0929,486.94,Priority Conversion Corridor,5.11
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,Perlis,MY-09,Northern,6.4449,100.2048,True,False,115.44,285.678,1474.936,19.37,2.25,35.64,118.12,41.7,1553.0,324884.0,8334.0,2.5,22.88,207.494,137.7,Resilient Anchor,2.25,80.09,35.64,0.0975,118.12,Priority Conversion Corridor,19.72
2025,Kedah,MY-02,Northern,6.1184,100.3685,Pahang,MY-06,East Coast,3.8126,102.3256,True,False,335.76,282.067,11045.98,2.55,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,33.51,320.175,88.1,Emerging / Modest Growth,2.21,118.8,53.78,0.1333,1312.31,Priority Conversion Corridor,3.34
2025,Melaka,MY-04,Southern,2.2458,102.2741,Negeri Sembilan,MY-05,Central,2.7258,102.243,True,False,53.49,280.267,6547.023,4.28,2.29,37.78,567.6,44.2,11527.0,2154435.0,497085.0,18.75,24.3,356.185,78.7,Emerging / Modest Growth,2.29,86.7,37.78,0.0869,567.6,Priority Conversion Corridor,4.6
2025,Perlis,MY-09,Northern,6.4449,100.2048,Kedah,MY-02,Northern,6.1184,100.3685,True,False,40.56,279.678,7124.845,3.93,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,23.08,133.906,208.9,Resilient Anchor,2.82,82.52,29.27,0.1065,587.96,Priority Conversion Corridor,4.75
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,Perak,MY-08,Northern,4.694,101.0901,True,False,253.5,275.019,10413.82,2.64,2.44,31.32,795.67,46.4,19572.0,4291891.0,944578.0,18.04,21.01,677.015,40.6,Laggard / At-Risk,2.44,76.4,31.32,0.0992,795.67,Priority Conversion Corridor,3.12
2025,Perak,MY-08,Northern,4.694,101.0901,Negeri Sembilan,MY-05,Central,2.7258,102.243,True,False,253.5,266.798,6547.023,4.08,2.29,37.78,567.6,44.2,11527.0,2154435.0,497085.0,18.75,23.13,99.172,269.0,Resilient Anchor,2.29,86.7,37.78,0.0869,567.6,Priority Conversion Corridor,4.38
2025,Kedah,MY-02,Northern,6.1184,100.3685,Melaka,MY-04,Southern,2.2458,102.2741,True,False,479.66,259.897,7178.691,3.62,2.11,63.0,954.52,46.1,20655.0,3484720.0,1654330.0,32.19,34.56,44.943,578.3,Resilient Anchor,2.11,132.97,63.0,0.1093,954.52,Priority Conversion Corridor,3.7
2025,Terengganu,MY-11,East Coast,4.881,103.1167,Selangor,MY-10,Central,3.0738,101.5183,True,False,267.99,248.322,10595.556,2.34,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,34.86,296.193,83.8,Emerging / Modest Growth,2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,3.04
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,Sabah,MY-12,East Malaysia,5.9788,116.0753,True,True,1743.35,243.929,7359.888999999999,3.31,3.15,46.37,1073.57,54.1,27254.0,4445738.0,2900293.0,39.48,35.58,43.76,557.4,Resilient Anchor,3.15,145.87,46.37,0.1101,1073.57,Protect & Deepen,13.37
2025,Pahang,MY-06,East Coast,3.8126,102.3256,Pulau Pinang,MY-07,Northern,5.4141,100.3288,True,False,284.06,241.717,5629.544,4.29,2.65,72.28,1079.52,58.6,28045.0,5293653.0,3472459.0,39.61,46.35,70.849,341.2,Resilient Anchor,2.65,191.76,72.28,0.1271,1079.52,Protect & Deepen,4.56
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,Kelantan,MY-03,East Coast,5.3117,102.004,True,False,185.81,227.934,6512.13,3.5,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,17.04,243.869,93.5,Resilient Anchor,2.98,74.77,25.11,0.0929,486.94,Priority Conversion Corridor,4.07
2025,Kelantan,MY-03,East Coast,5.3117,102.004,Pahang,MY-06,East Coast,3.8126,102.3256,True,False,170.46,212.844,11045.98,1.93,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,25.29,418.182,50.9,Laggard / At-Risk,2.21,118.8,53.78,0.1333,1312.31,Priority Conversion Corridor,2.52
2025,Sabah,MY-12,East Malaysia,5.9788,116.0753,Pahang,MY-06,East Coast,3.8126,102.3256,True,True,1542.13,212.016,11045.98,1.92,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,25.19,2.812,7539.7,Resilient Anchor,2.21,118.8,53.78,0.1333,1312.31,Priority Conversion Corridor,2.51
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,Kelantan,MY-03,East Coast,5.3117,102.004,True,False,288.76,203.938,6512.13,3.13,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,15.25,60.465,337.3,Resilient Anchor,2.98,74.77,25.11,0.0929,486.94,Priority Conversion Corridor,3.64
2025,Perlis,MY-09,Northern,6.4449,100.2048,Perak,MY-08,Northern,4.694,101.0901,True,False,217.95,196.268,10413.82,1.88,2.44,31.32,795.67,46.4,19572.0,4291891.0,944578.0,18.04,15.0,57.831,339.4,Resilient Anchor,2.44,76.4,31.32,0.0992,795.67,Priority Conversion Corridor,2.22
2025,Pahang,MY-06,East Coast,3.8126,102.3256,Kedah,MY-02,Northern,6.1184,100.3685,True,False,335.76,193.689,7124.845,2.72,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,15.98,141.328,137.0,Resilient Anchor,2.82,82.52,29.27,0.1065,587.96,Priority Conversion Corridor,3.29
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,Terengganu,MY-11,East Coast,4.881,103.1167,True,False,258.51,190.562,5239.642,3.64,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,17.79,320.663,59.4,Emerging / Modest Growth,2.76,93.34,33.84,0.0844,489.09,Priority Conversion Corridor,4.19
2025,Perak,MY-08,Northern,4.694,101.0901,Perlis,MY-09,Northern,6.4449,100.2048,True,False,217.95,190.379,1474.936,12.91,2.25,35.64,118.12,41.7,1553.0,324884.0,8334.0,2.5,15.25,59.72,318.8,Resilient Anchor,2.25,80.09,35.64,0.0975,118.12,Priority Conversion Corridor,13.14
2025,W.P. Labuan,MY-15,East Malaysia,5.2831,115.2308,Sabah,MY-12,East Malaysia,5.9788,116.0753,True,False,121.31,188.746,7359.888999999999,2.56,3.15,46.37,1073.57,54.1,27254.0,4445738.0,2900293.0,39.48,27.53,61.268,308.1,Resilient Anchor,3.15,145.87,46.37,0.1101,1073.57,Protect & Deepen,10.35
2025,Kelantan,MY-03,East Coast,5.3117,102.004,Melaka,MY-04,Southern,2.2458,102.2741,True,False,342.23,181.902,7178.691,2.53,2.11,63.0,954.52,46.1,20655.0,3484720.0,1654330.0,32.19,24.19,82.015,221.8,Resilient Anchor,2.11,132.97,63.0,0.1093,954.52,Priority Conversion Corridor,2.59
2025,Perlis,MY-09,Northern,6.4449,100.2048,Pulau Pinang,MY-07,Northern,5.4141,100.3288,True,False,115.44,177.172,5629.544,3.15,2.65,72.28,1079.52,58.6,28045.0,5293653.0,3472459.0,39.61,33.97,104.819,169.0,Resilient Anchor,2.65,191.76,72.28,0.1271,1079.52,Protect & Deepen,3.34
2025,Johor,MY-01,Southern,1.9344,103.3587,Perak,MY-08,Northern,4.694,101.0901,True,False,396.95,173.172,10413.82,1.66,2.44,31.32,795.67,46.4,19572.0,4291891.0,944578.0,18.04,13.23,560.732,30.9,Emerging / Modest Growth,2.44,76.4,31.32,0.0992,795.67,Priority Conversion Corridor,1.96
2025,Kedah,MY-02,Northern,6.1184,100.3685,Perlis,MY-09,Northern,6.4449,100.2048,True,False,40.56,160.158,1474.936,10.86,2.25,35.64,118.12,41.7,1553.0,324884.0,8334.0,2.5,12.83,101.178,158.3,Resilient Anchor,2.25,80.09,35.64,0.0975,118.12,Priority Conversion Corridor,11.05
2025,Terengganu,MY-11,East Coast,4.881,103.1167,Perak,MY-08,Northern,4.694,101.0901,True,False,225.52,151.705,10413.82,1.46,2.44,31.32,795.67,46.4,19572.0,4291891.0,944578.0,18.04,11.59,75.663,200.5,Resilient Anchor,2.44,76.4,31.32,0.0992,795.67,Priority Conversion Corridor,1.72
2025,Sarawak,MY-13,East Malaysia,2.5574,113.0012,Sabah,MY-12,East Malaysia,5.9788,116.0753,True,False,510.78,149.61,7359.888999999999,2.03,3.15,46.37,1073.57,54.1,27254.0,4445738.0,2900293.0,39.48,21.82,210.075,71.2,Emerging / Modest Growth,3.15,145.87,46.37,0.1101,1073.57,Protect & Deepen,8.2
2025,Perak,MY-08,Northern,4.694,101.0901,Sabah,MY-12,East Malaysia,5.9788,116.0753,True,True,1665.12,144.916,7359.888999999999,1.97,3.15,46.37,1073.57,54.1,27254.0,4445738.0,2900293.0,39.48,21.14,29.835,485.7,Resilient Anchor,3.15,145.87,46.37,0.1101,1073.57,Protect & Deepen,7.95
2025,Perak,MY-08,Northern,4.694,101.0901,Sarawak,MY-13,East Malaysia,2.5574,113.0012,True,True,1342.9,143.923,6329.894,2.27,3.1,44.42,872.6,47.3,28236.0,5760526.0,1222481.0,17.51,19.84,19.902,723.2,Resilient Anchor,3.1,137.85,44.42,0.0955,872.6,Protect & Deepen,6.54
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,Terengganu,MY-11,East Coast,4.881,103.1167,True,False,314.39,140.537,5239.642,2.68,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,13.12,144.407,97.3,Resilient Anchor,2.76,93.34,33.84,0.0844,489.09,Priority Conversion Corridor,3.09
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Sabah,MY-12,East Malaysia,5.9788,116.0753,True,True,1625.63,138.292,7359.888999999999,1.88,3.15,46.37,1073.57,54.1,27254.0,4445738.0,2900293.0,39.48,20.17,39.222,352.6,Resilient Anchor,3.15,145.87,46.37,0.1101,1073.57,Protect & Deepen,7.58
2025,Sarawak,MY-13,East Malaysia,2.5574,113.0012,Pulau Pinang,MY-07,Northern,5.4141,100.3288,True,True,1440.98,138.204,5629.544,2.45,2.65,72.28,1079.52,58.6,28045.0,5293653.0,3472459.0,39.61,26.5,6.858,2015.2,Resilient Anchor,2.65,191.76,72.28,0.1271,1079.52,Protect & Deepen,2.6
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,Sarawak,MY-13,East Malaysia,2.5574,113.0012,True,True,1440.98,134.36,6329.894,2.12,3.1,44.42,872.6,47.3,28236.0,5760526.0,1222481.0,17.51,18.52,18.239,736.7,Resilient Anchor,3.1,137.85,44.42,0.0955,872.6,Protect & Deepen,6.1
2025,Kelantan,MY-03,East Coast,5.3117,102.004,Perak,MY-08,Northern,4.694,101.0901,True,False,122.33,132.166,10413.82,1.27,2.44,31.32,795.67,46.4,19572.0,4291891.0,944578.0,18.04,10.1,80.918,163.3,Resilient Anchor,2.44,76.4,31.32,0.0992,795.67,Priority Conversion Corridor,1.5
2025,Kedah,MY-02,Northern,6.1184,100.3685,Sabah,MY-12,East Malaysia,5.9788,116.0753,True,True,1736.8,128.284,7359.888999999999,1.74,3.15,46.37,1073.57,54.1,27254.0,4445738.0,2900293.0,39.48,18.71,32.736,391.9,Resilient Anchor,3.15,145.87,46.37,0.1101,1073.57,Protect & Deepen,7.03
2025,Kelantan,MY-03,East Coast,5.3117,102.004,Sarawak,MY-13,East Malaysia,2.5574,113.0012,True,True,1257.68,126.632,6329.894,2.0,3.1,44.42,872.6,47.3,28236.0,5760526.0,1222481.0,17.51,17.46,6.964,1818.4,Resilient Anchor,3.1,137.85,44.42,0.0955,872.6,Protect & Deepen,5.75
2025,Terengganu,MY-11,East Coast,4.881,103.1167,Pulau Pinang,MY-07,Northern,5.4141,100.3288,True,False,314.39,126.461,5629.544,2.25,2.65,72.28,1079.52,58.6,28045.0,5293653.0,3472459.0,39.61,24.25,26.815,471.6,Resilient Anchor,2.65,191.76,72.28,0.1271,1079.52,Protect & Deepen,2.38
2025,Selangor,MY-10,Central,3.0738,101.5183,Sarawak,MY-13,East Malaysia,2.5574,113.0012,True,True,1276.58,125.515,6329.894,1.98,3.1,44.42,872.6,47.3,28236.0,5760526.0,1222481.0,17.51,17.3,157.589,79.6,Emerging / Modest Growth,3.1,137.85,44.42,0.0955,872.6,Protect & Deepen,5.7
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,Johor,MY-01,Southern,1.9344,103.3587,True,False,512.56,123.784,9821.9,1.26,2.68,42.98,1131.27,54.2,35799.0,7382730.0,3250524.0,30.57,14.26,66.034,187.5,Resilient Anchor,2.68,115.18,42.98,0.1297,1131.27,Lower Strategic Priority,1.93
2025,Melaka,MY-04,Southern,2.2458,102.2741,Kedah,MY-02,Northern,6.1184,100.3685,True,False,479.66,120.369,7124.845,1.69,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,9.93,103.247,116.6,Resilient Anchor,2.82,82.52,29.27,0.1065,587.96,Lower Strategic Priority,2.04
2025,Terengganu,MY-11,East Coast,4.881,103.1167,Melaka,MY-04,Southern,2.2458,102.2741,True,False,307.58,115.592,7178.691,1.61,2.11,63.0,954.52,46.1,20655.0,3484720.0,1654330.0,32.19,15.37,61.014,189.5,Resilient Anchor,2.11,132.97,63.0,0.1093,954.52,Lower Strategic Priority,1.64
2025,Kedah,MY-02,Northern,6.1184,100.3685,Johor,MY-01,Southern,1.9344,103.3587,True,False,571.32,114.898,9821.9,1.17,2.68,42.98,1131.27,54.2,35799.0,7382730.0,3250524.0,30.57,13.23,45.377,253.2,Resilient Anchor,2.68,115.18,42.98,0.1297,1131.27,Lower Strategic Priority,1.8
2025,Johor,MY-01,Southern,1.9344,103.3587,Sabah,MY-12,East Malaysia,5.9788,116.0753,True,True,1480.31,112.834,7359.888999999999,1.53,3.15,46.37,1073.57,54.1,27254.0,4445738.0,2900293.0,39.48,16.46,12.538,899.9,Resilient Anchor,3.15,145.87,46.37,0.1101,1073.57,Growth Opportunity,6.19
2025,Kedah,MY-02,Northern,6.1184,100.3685,Negeri Sembilan,MY-05,Central,2.7258,102.243,True,False,430.68,112.4,6547.023,1.72,2.29,37.78,567.6,44.2,11527.0,2154435.0,497085.0,18.75,9.74,17.71,634.7,Resilient Anchor,2.29,86.7,37.78,0.0869,567.6,Lower Strategic Priority,1.85
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,Kedah,MY-02,Northern,6.1184,100.3685,True,False,430.68,112.049,7124.845,1.57,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,9.25,329.665,34.0,Emerging / Modest Growth,2.82,82.52,29.27,0.1065,587.96,Lower Strategic Priority,1.9
2025,Sabah,MY-12,East Malaysia,5.9788,116.0753,Perak,MY-08,Northern,4.694,101.0901,True,True,1665.12,110.004,10413.82,1.06,2.44,31.32,795.67,46.4,19572.0,4291891.0,944578.0,18.04,8.4,1.689,6513.0,Resilient Anchor,2.44,76.4,31.32,0.0992,795.67,Lower Strategic Priority,1.25
2025,Terengganu,MY-11,East Coast,4.881,103.1167,Johor,MY-01,Southern,1.9344,103.3587,True,False,328.75,106.704,9821.9,1.09,2.68,42.98,1131.27,54.2,35799.0,7382730.0,3250524.0,30.57,12.29,121.397,87.9,Emerging / Modest Growth,2.68,115.18,42.98,0.1297,1131.27,Lower Strategic Priority,1.67
2025,Johor,MY-01,Southern,1.9344,103.3587,Pulau Pinang,MY-07,Northern,5.4141,100.3288,True,False,512.56,106.412,5629.544,1.89,2.65,72.28,1079.52,58.6,28045.0,5293653.0,3472459.0,39.61,20.41,58.287,182.6,Resilient Anchor,2.65,191.76,72.28,0.1271,1079.52,Growth Opportunity,2.01
2025,Terengganu,MY-11,East Coast,4.881,103.1167,Negeri Sembilan,MY-05,Central,2.7258,102.243,True,False,258.51,105.86,6547.023,1.62,2.29,37.78,567.6,44.2,11527.0,2154435.0,497085.0,18.75,9.18,88.412,119.7,Resilient Anchor,2.29,86.7,37.78,0.0869,567.6,Lower Strategic Priority,1.74
2025,Kelantan,MY-03,East Coast,5.3117,102.004,W.P. Putrajaya,MY-16,Central,2.9264,101.6964,True,False,267.42,104.006,906.098,11.48,2.5,31.44,71.17,56.0,2656.0,566830.0,222220.0,28.16,8.17,8.732,1191.1,Resilient Anchor,2.5,78.55,31.44,0.0576,71.17,Lower Strategic Priority,11.51
2025,Kelantan,MY-03,East Coast,5.3117,102.004,Johor,MY-01,Southern,1.9344,103.3587,True,False,404.5,103.148,9821.9,1.05,2.68,42.98,1131.27,54.2,35799.0,7382730.0,3250524.0,30.57,11.88,171.199,60.3,Emerging / Modest Growth,2.68,115.18,42.98,0.1297,1131.27,Lower Strategic Priority,1.61
2025,Kelantan,MY-03,East Coast,5.3117,102.004,Kedah,MY-02,Northern,6.1184,100.3685,True,False,201.97,101.463,7124.845,1.42,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,8.37,114.484,88.6,Emerging / Modest Growth,2.82,82.52,29.27,0.1065,587.96,Lower Strategic Priority,1.72
2025,Melaka,MY-04,Southern,2.2458,102.2741,Pulau Pinang,MY-07,Northern,5.4141,100.3288,True,False,413.14,99.282,5629.544,1.76,2.65,72.28,1079.52,58.6,28045.0,5293653.0,3472459.0,39.61,19.04,53.768,184.6,Resilient Anchor,2.65,191.76,72.28,0.1271,1079.52,Growth Opportunity,1.87
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Perlis,MY-09,Northern,6.4449,100.2048,True,False,402.61,97.926,1474.936,6.64,2.25,35.64,118.12,41.7,1553.0,324884.0,8334.0,2.5,7.84,1.973,4963.3,Resilient Anchor,2.25,80.09,35.64,0.0975,118.12,Lower Strategic Priority,6.76
2025,Perak,MY-08,Northern,4.694,101.0901,W.P. Putrajaya,MY-16,Central,2.9264,101.6964,True,False,207.74,97.231,906.098,10.73,2.5,31.44,71.17,56.0,2656.0,566830.0,222220.0,28.16,7.64,57.433,169.3,Resilient Anchor,2.5,78.55,31.44,0.0576,71.17,Lower Strategic Priority,10.76
2025,Sarawak,MY-13,East Malaysia,2.5574,113.0012,Melaka,MY-04,Southern,2.2458,102.2741,True,True,1192.25,96.988,7178.691,1.35,2.11,63.0,954.52,46.1,20655.0,3484720.0,1654330.0,32.19,12.9,13.022,744.8,Resilient Anchor,2.11,132.97,63.0,0.1093,954.52,Lower Strategic Priority,1.38
2025,Sabah,MY-12,East Malaysia,5.9788,116.0753,Negeri Sembilan,MY-05,Central,2.7258,102.243,True,True,1575.5,95.545,6547.023,1.46,2.29,37.78,567.6,44.2,11527.0,2154435.0,497085.0,18.75,8.28,2.886,3310.6,Resilient Anchor,2.29,86.7,37.78,0.0869,567.6,Lower Strategic Priority,1.57
2025,Kelantan,MY-03,East Coast,5.3117,102.004,Pulau Pinang,MY-07,Northern,5.4141,100.3288,True,False,185.81,93.324,5629.544,1.66,2.65,72.28,1079.52,58.6,28045.0,5293653.0,3472459.0,39.61,17.9,175.34,53.2,Emerging / Modest Growth,2.65,191.76,72.28,0.1271,1079.52,Growth Opportunity,1.76
2025,Perlis,MY-09,Northern,6.4449,100.2048,Melaka,MY-04,Southern,2.2458,102.2741,True,False,520.22,92.885,7178.691,1.29,2.11,63.0,954.52,46.1,20655.0,3484720.0,1654330.0,32.19,12.35,8.406,1105.0,Resilient Anchor,2.11,132.97,63.0,0.1093,954.52,Lower Strategic Priority,1.32
2025,W.P. Putrajaya,MY-16,Central,2.9264,101.6964,Johor,MY-01,Southern,1.9344,103.3587,True,False,215.11,90.693,9821.9,0.92,2.68,42.98,1131.27,54.2,35799.0,7382730.0,3250524.0,30.57,10.45,36.309,249.8,Resilient Anchor,2.68,115.18,42.98,0.1297,1131.27,Lower Strategic Priority,1.42
2025,Sarawak,MY-13,East Malaysia,2.5574,113.0012,Kelantan,MY-03,East Coast,5.3117,102.004,True,True,1257.68,89.927,6512.13,1.38,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,6.72,2.591,3470.7,Resilient Anchor,2.98,74.77,25.11,0.0929,486.94,Lower Strategic Priority,1.61
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,Sarawak,MY-13,East Malaysia,2.5574,113.0012,True,True,1195.13,87.136,6329.894,1.38,3.1,44.42,872.6,47.3,28236.0,5760526.0,1222481.0,17.51,12.01,40.451,215.4,Resilient Anchor,3.1,137.85,44.42,0.0955,872.6,Growth Opportunity,3.96
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,W.P. Putrajaya,MY-16,Central,2.9264,101.6964,True,False,23.66,86.169,906.098,9.51,2.5,31.44,71.17,56.0,2656.0,566830.0,222220.0,28.16,6.77,1.372,6280.5,Resilient Anchor,2.5,78.55,31.44,0.0576,71.17,Lower Strategic Priority,9.54
2025,Perlis,MY-09,Northern,6.4449,100.2048,Kelantan,MY-03,East Coast,5.3117,102.004,True,False,235.54,85.72,6512.13,1.32,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,6.41,23.2,369.5,Resilient Anchor,2.98,74.77,25.11,0.0929,486.94,Lower Strategic Priority,1.53
2025,Kedah,MY-02,Northern,6.1184,100.3685,Sarawak,MY-13,East Malaysia,2.5574,113.0012,True,True,1455.33,85.125,6329.894,1.34,3.1,44.42,872.6,47.3,28236.0,5760526.0,1222481.0,17.51,11.73,32.185,264.5,Resilient Anchor,3.1,137.85,44.42,0.0955,872.6,Growth Opportunity,3.87
2025,Kedah,MY-02,Northern,6.1184,100.3685,W.P. Putrajaya,MY-16,Central,2.9264,101.6964,True,False,384.24,85.02,906.098,9.38,2.5,31.44,71.17,56.0,2656.0,566830.0,222220.0,28.16,6.68,36.411,233.5,Resilient Anchor,2.5,78.55,31.44,0.0576,71.17,Lower Strategic Priority,9.41
2025,Terengganu,MY-11,East Coast,4.881,103.1167,W.P. Putrajaya,MY-16,Central,2.9264,101.6964,True,False,268.44,84.339,906.098,9.31,2.5,31.44,71.17,56.0,2656.0,566830.0,222220.0,28.16,6.62,79.487,106.1,Resilient Anchor,2.5,78.55,31.44,0.0576,71.17,Lower Strategic Priority,9.34
2025,Sabah,MY-12,East Malaysia,5.9788,116.0753,Terengganu,MY-11,East Coast,4.881,103.1167,True,True,1439.6,83.995,5239.642,1.6,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,7.84,22.789,368.6,Resilient Anchor,2.76,93.34,33.84,0.0844,489.09,Lower Strategic Priority,1.85
2025,Terengganu,MY-11,East Coast,4.881,103.1167,Kedah,MY-02,Northern,6.1184,100.3685,True,False,333.85,83.693,7124.845,1.17,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,6.91,107.82,77.6,Emerging / Modest Growth,2.82,82.52,29.27,0.1065,587.96,Lower Strategic Priority,1.42
2025,Perlis,MY-09,Northern,6.4449,100.2048,Selangor,MY-10,Central,3.0738,101.5183,True,False,402.11,82.253,10595.556,0.78,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,11.55,71.189,115.5,Resilient Anchor,2.31,140.39,60.67,0.0944,1487.46,Lower Strategic Priority,1.01
2025,Kelantan,MY-03,East Coast,5.3117,102.004,Sabah,MY-12,East Malaysia,5.9788,116.0753,True,True,1558.79,80.149,7359.888999999999,1.09,3.15,46.37,1073.57,54.1,27254.0,4445738.0,2900293.0,39.48,11.69,21.222,377.7,Resilient Anchor,3.15,145.87,46.37,0.1101,1073.57,Growth Opportunity,4.39
2025,Perlis,MY-09,Northern,6.4449,100.2048,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,False,402.61,79.659,10078.573,0.79,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,15.38,50.907,156.5,Resilient Anchor,2.33,193.02,82.96,0.1151,1945.36,Lower Strategic Priority,0.84
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,Sabah,MY-12,East Malaysia,5.9788,116.0753,True,True,1575.5,78.882,7359.888999999999,1.07,3.15,46.37,1073.57,54.1,27254.0,4445738.0,2900293.0,39.48,11.51,7.858,1003.8,Resilient Anchor,3.15,145.87,46.37,0.1101,1073.57,Growth Opportunity,4.33
2025,Perlis,MY-09,Northern,6.4449,100.2048,Pahang,MY-06,East Coast,3.8126,102.3256,True,False,375.27,78.512,11045.98,0.71,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,9.33,19.55,401.6,Resilient Anchor,2.21,118.8,53.78,0.1333,1312.31,Lower Strategic Priority,0.93
2025,W.P. Putrajaya,MY-16,Central,2.9264,101.6964,Negeri Sembilan,MY-05,Central,2.7258,102.243,True,False,64.67,78.057,6547.023,1.19,2.29,37.78,567.6,44.2,11527.0,2154435.0,497085.0,18.75,6.77,66.453,117.5,Resilient Anchor,2.29,86.7,37.78,0.0869,567.6,Lower Strategic Priority,1.28
