city_slug,city_query,search_page,search_position,title,url,address,score_raw,score_right,stars,preferred_partner,travel_sustainable_badge,sustainability_level_raw,room_type_count,property_type,sub_staff,sub_facilities,sub_cleanliness,sub_comfort,sub_value_for_money,sub_location,sub_free_wifi,facility_group_count,popular_facility_count,badge_count,popular_facilities_str,facility_groups_str
melaka,Melaka,1,7,Hotel Seri Malaysia Melaka,https://www.booking.com/hotel/my/seri-malaysia-melaka.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=17585401_122712394_0_2_0_444775&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=7&highlighted_blocks=17585401_122712394_0_2_0_444775&hpos=7&matching_block_id=17585401_122712394_0_2_0_444775&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=17585401_122712394_0_2_0_444775_16650&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"Lot PT 12332, Lebuh Ayer Keroh, 75450 Malacca, Malaysia",6.9 Pleasant · 985 reviews,6.9 Rated: Pleasant 6.9 – based on 985 reviews Expand ratings and reviews section Pleasant 985 reviews,3,False,False,,35,Booking.com,8,7.1,7.3,7.4,7.6,8.1,7.8,19,20,0,Outdoor swimming pool | Non-smoking rooms | Room service | Free parking | Free Wifi | Restaurant | Facilities for disabled guests | Family rooms | 24-hour front desk | Good Breakfast | Outdoor swimming pool | Non-smoking rooms | Room service | Free parking | Free Wifi | Restaurant | Facilities for disabled guests | Family rooms | 24-hour front desk | Good Breakfast,"Great for your stay | Bathroom | Outdoors | Kitchen | Room amenities | Activities | Media & Technology | Food & Drink | Internet
Wifi is available in all areas and is free of charge. | Parking
Free private parking is available on site (reservation is needed). | Services | Front Desk Services | Entertainment & Family Services | Safety & security | General | Accessibility | Outdoor swimming pool
Free! | Spa | Languages Spoken"
melaka,Melaka,1,8,Hanz Homestay Melaka- Muslim Homestay 2,https://www.booking.com/hotel/my/hanz-homestay-melaka-muslim-homestay-2.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=888683402_358823021_0_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=8&highlighted_blocks=888683402_358823021_0_0_0&hpos=8&matching_block_id=888683402_358823021_0_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=888683402_358823021_0_0_0__22080&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"TAMAN KRUBONG PERMAI, 75260 Malacca, Malaysia",6.2 Pleasant · 7 reviews,6.2 Rated: Pleasant 6.2 – based on 7 reviews Expand ratings and reviews section Pleasant 7 reviews,0,False,False,,5,Booking.com,8,6,6.5,6.5,6.5,6.5,,10,10,0,Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning,"Great for your stay | Bathroom | Bedroom | View | Kitchen | Room amenities | Internet
Wifi is available in all areas and is free of charge. | Parking
Free private parking is available on site (reservation is not needed). | General | Languages Spoken"
melaka,Melaka,1,9,"1 Bedroom Apartment, Melaka CBD Town Center- Hosted by Private Locals Resident, Balcony With City Skyline View or Seaview, Opposite Malls, TV BOX, 5 minutes to Jonker Street,",https://www.booking.com/hotel/my/the-fc-shelter-hub-of-melaka-with-180deg-city-view-melaka.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=606309503_237633589_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=9&highlighted_blocks=606309503_237633589_2_0_0&hpos=9&matching_block_id=606309503_237633589_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=606309503_237633589_2_0_0__17280&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"Jalan Syed Abdul Aziz, 75000 Malacca, Malaysia",9.0 Wonderful · 42 reviews,9.0 Rated: Wonderful 9 – based on 42 reviews Expand ratings and reviews section Wonderful 42 reviews,4,False,False,,5,Booking.com,9.4,9.4,9.1,9.4,9.4,9.2,,23,8,0,Outdoor swimming pool | Private Parking | Free Wifi | Air conditioning | Outdoor swimming pool | Private Parking | Free Wifi | Air conditioning,"Great for your stay | Parking
Private parking is available on site (reservation is not possible) and costs MYR 10 per day. | Internet
Wifi is available in the rooms and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Outdoors | Outdoor swimming pool
Free! | Spa | Activities | Outdoor & View | Building Characteristics | Front Desk Services | Entertainment & Family Services | Cleaning Services | Business Facilities | Shops | Miscellaneous | Safety & security | Languages Spoken"
melaka,Melaka,1,10,Jonker Street New Cozy Home 20pax Swimming Pool Karaoke,https://www.booking.com/hotel/my/new20pax-cozy-labs-whole-unit-near-jonker-street.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=928533101_364828499_20_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=10&highlighted_blocks=928533101_364828499_20_0_0&hpos=10&matching_block_id=928533101_364828499_20_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=928533101_364828499_20_0_0__231800&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"33, Jalan KL 3/1D, Taman Kota Laksamana Seksyen 3, 75200 Malacca, Malaysia",9.5 Exceptional · 28 reviews,9.5 Rated: Exceptional 9.5 – based on 28 reviews Expand ratings and reviews section Exceptional 28 reviews,4,False,False,,3,Booking.com,9.2,9.8,9.8,9.8,8.9,9.7,,17,12,0,Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning | Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Outdoors | Outdoor swimming pool
Free! | Spa | Activities | Outdoor & View | Front Desk Services | Miscellaneous | Languages Spoken"
melaka,Melaka,1,11,The vibe ATLANTIS RESIDENCES Melaka,https://www.booking.com/hotel/my/the-vibe-hub.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1454567601_416778260_10_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=11&highlighted_blocks=1454567601_416778260_10_0_0&hpos=11&matching_block_id=1454567601_416778260_10_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1454567601_416778260_10_0_0__28800&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"Pangsapuri Atlantis Residence Kota ayah,, 75200 Malacca, Malaysia",7.5 Good · 7 reviews,7.5 Rated: Good 7.5 – based on 7 reviews Expand ratings and reviews section Good 7 reviews,0,False,False,,5,Booking.com,7.9,6.4,7.5,8.3,7.9,8.3,,16,14,0,Outdoor swimming pool | Non-smoking rooms | Fitness center | Free parking | Family rooms | BBQ facilities | Air conditioning | Outdoor swimming pool | Non-smoking rooms | Fitness center | Free parking | Family rooms | BBQ facilities | Air conditioning,"Great for your stay | Parking
Free private parking is available on site (reservation is needed). | Internet
No internet access available. | Kitchen | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Outdoor swimming pool
Free! | Spa | Outdoor & View | Front Desk Services | Miscellaneous | Languages Spoken"
melaka,Melaka,1,12,ExcluSuites Malacca @ The Wave Residence,https://www.booking.com/hotel/my/the-wave-residence-malacca1.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=343666708_433711378_3_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=12&highlighted_blocks=343666708_433711378_3_0_0&hpos=12&matching_block_id=343666708_433711378_3_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=343666708_433711378_3_0_0__8400&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"Jalan KLJ 5 Kondominium Kota Laksamana Jaya, 75200 Malacca, Malaysia","6.9 Pleasant · 1,639 reviews","6.9 Rated: Pleasant 6.9 – based on 1,639 reviews Expand ratings and reviews section Pleasant 1,639 reviews",3,False,False,,9,Booking.com,8,7.3,7.2,7.2,7.5,8.4,7.5,22,14,0,2 swimming pools | Non-smoking rooms | Parking | Free Wifi | Family rooms | BBQ facilities | Air conditioning | 2 swimming pools | Non-smoking rooms | Parking | Free Wifi | Family rooms | BBQ facilities | Air conditioning,"Great for your stay | Parking
Public parking is available at a location nearby (reservation is not possible) and charges may apply. | Internet
Wifi is available in some rooms and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | 2 swimming pools | Spa | Activities | Outdoor & View | Building Characteristics | Front Desk Services | Cleaning Services | Shops | Miscellaneous | Safety & security | Languages Spoken"
melaka,Melaka,1,13,The Luxurious 2080 Casa Villa,https://www.booking.com/hotel/my/the-luxurious-2080-casa-villa.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1478830601_419354133_16_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=13&highlighted_blocks=1478830601_419354133_16_0_0&hpos=13&matching_block_id=1478830601_419354133_16_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1478830601_419354133_16_0_0__289100&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"2080, Jalan Klebang Kecil 2080, Jln Klebang Kecil, Taman Orkid, Klebang, 75200 Malacca, Malaysia",,,3,False,False,,3,Booking.com,,,,,,,,9,10,0,Swimming pool | Free parking | Free Wifi | BBQ facilities | Air conditioning | Swimming pool | Free parking | Free Wifi | BBQ facilities | Air conditioning,"Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Media & Technology | Outdoors | Swimming pool | Outdoor & View | Miscellaneous | Languages Spoken"
melaka,Melaka,1,14,Kota Laksamana 3 Bedroom Nr Jonker 6pax 3Parking,https://www.booking.com/hotel/my/kota-laksamana-3-bedroom-nr-jonker-6pax-3parking.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1710010801_442675129_6_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=14&highlighted_blocks=1710010801_442675129_6_0_0&hpos=14&matching_block_id=1710010801_442675129_6_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1710010801_442675129_6_0_0__55860&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"Atlantis Residences Melaka AT A3304, 75200 Malacca, Malaysia",,,4,False,False,,5,Booking.com,,,,,,,,12,12,0,Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning | Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning,"Great for your stay | Parking
Free public parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bathroom | Living Area | Media & Technology | Room amenities | Outdoors | Outdoor swimming pool
Free! | Miscellaneous | Languages Spoken"
melaka,Melaka,1,15,NEW! The Apple Residence I 2-3BR I Game I 5min Jonker - Managed by Alviv Homestay,https://www.booking.com/hotel/my/the-apple-residence-i-4-11pax-i-pool-table-i-5min-jonker-managed-by-alviv-homest.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1258727802_398432175_0_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=15&highlighted_blocks=1258727802_398432175_0_0_0&hpos=15&matching_block_id=1258727802_398432175_0_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1258727802_398432175_0_0_0__25290&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"1710, Lorong Haji Bachee, 75100 Malacca, Malaysia",8.4 Very Good · 211 reviews,8.4 Rated: Very Good 8.4 – based on 211 reviews Expand ratings and reviews section Very Good 211 reviews,4,False,False,,37,Booking.com,8.7,8.6,8.6,8.6,8.6,8.9,7.5,14,14,0,Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning | Bar | Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning | Bar,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bathroom | Living Area | Media & Technology | Room amenities | Outdoor swimming pool
Free! | Food & Drink | Outdoor & View | Front Desk Services | Miscellaneous | Languages Spoken"
melaka,Melaka,1,16,"Favourite Homestay Melaka - 8Pax,4BR,4Bath",https://www.booking.com/hotel/my/nisco-homestay-melaka-10pax-5br-5bath-free-wifi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1179204601_405428966_8_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=16&highlighted_blocks=1179204601_405428966_8_0_0&hpos=16&matching_block_id=1179204601_405428966_8_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1179204601_405428966_8_0_0__54000&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"2, JALAN DUKU 1, TAMAN RUMPUN BAHAGIA,, 75300 Malacca, Malaysia",9.4 Wonderful · 7 reviews,9.4 Rated: Wonderful 9.4 – based on 7 reviews Expand ratings and reviews section Wonderful 7 reviews,0,False,False,,3,Booking.com,9,9.5,9,9,8.9,9.5,,13,12,0,Non-smoking rooms | Free parking | Free Wifi | Family rooms | BBQ facilities | Air conditioning | Non-smoking rooms | Free parking | Free Wifi | Family rooms | BBQ facilities | Air conditioning,"Great for your stay | Bathroom | Bedroom | Outdoors | Kitchen | Room amenities | Living Area | Media & Technology | Internet
Wifi is available in all areas and is free of charge. | Parking
Free private parking is available on site (reservation is not needed). | General | Accessibility | Languages Spoken"
melaka,Melaka,1,17,Jonker Boutique Hotel,https://www.booking.com/hotel/my/jonker-boutique.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=25277402_382974786_2_0_0_379677&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=17&highlighted_blocks=25277402_382974786_2_0_0_379677&hpos=17&matching_block_id=25277402_382974786_2_0_0_379677&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=25277402_382974786_2_0_0_379677_26800&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"84, Jalan Tokong,, 75200 Malacca, Malaysia",8.3 Very Good · 429 reviews,8.3 Rated: Very Good 8.3 – based on 429 reviews Expand ratings and reviews section Very Good 429 reviews,3,False,False,,29,Booking.com,9.2,8.1,8.6,8.4,8.5,9.5,8.1,15,12,0,Non-smoking rooms | Free parking | Free Wifi | Family rooms | 24-hour front desk | Air conditioning | Non-smoking rooms | Free parking | Free Wifi | Family rooms | 24-hour front desk | Air conditioning,"Great for your stay | Bathroom | Bedroom | Outdoors | Room amenities | Living Area | Media & Technology | Internet
Wifi is available in all areas and is free of charge. | Parking
Free private parking is available on site (reservation is not needed). | Front Desk Services | Cleaning Services | Business Facilities | Safety & security | General | Languages Spoken"
melaka,Melaka,1,18,Casugria Dutch Residence 1810,https://www.booking.com/hotel/my/casugria-residence-melaka.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=341039503_191073001_0_2_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=18&highlighted_blocks=341039503_191073001_0_2_0&hpos=18&matching_block_id=341039503_191073001_0_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=341039503_191073001_0_2_0__66500&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"117, Jalan Parameswara Banda Hilir, 75000 Malacca, Malaysia",9.5 Exceptional · 453 reviews,9.5 Rated: Exceptional 9.5 – based on 453 reviews Expand ratings and reviews section Exceptional 453 reviews,4,False,False,,3,Booking.com,9.9,9.4,9.5,9.5,9.4,9.5,9.6,16,16,0,Outdoor swimming pool | Non-smoking rooms | Airport shuttle | Free parking | Free Wifi | Family rooms | Air conditioning | Wonderful Breakfast | Outdoor swimming pool | Non-smoking rooms | Airport shuttle | Free parking | Free Wifi | Family rooms | Air conditioning | Wonderful Breakfast,"Great for your stay | Bathroom | Bedroom | Outdoors | Kitchen | Activities | Living Area | Internet
Wifi is available in public areas and is free of charge. | Parking
Free public parking is available at a location nearby (reservation is not needed). | Services | Safety & security | General | Accessibility | Outdoor swimming pool
Free! | Spa | Languages Spoken"
melaka,Melaka,1,19,Imperio Residence Sea View Melaka by Stayrene,https://www.booking.com/hotel/my/imperio-residence-sea-view-melaka-by-stayrene.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1005249205_373268661_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=19&highlighted_blocks=1005249205_373268661_2_0_0&hpos=19&matching_block_id=1005249205_373268661_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1005249205_373268661_2_0_0__13444&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"Jalan Syed Abdul Aziz, 75000 Malacca, Malaysia",7.0 Good · 46 reviews,7.0 Rated: Good 7 – based on 46 reviews Expand ratings and reviews section Good 46 reviews,3,False,False,,13,Booking.com,7.7,7.7,7.8,7.9,7.6,8.6,5,13,12,0,Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning | Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning,"Great for your stay | Parking
Free private parking is available on site (reservation is needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Outdoor swimming pool | Building Characteristics | Miscellaneous | Languages Spoken"
melaka,Melaka,1,20,Melaka novo 8 Central Stay -6pax -TV-Box -Wi-Fi,https://www.booking.com/hotel/my/melaka-novo-8-central-stay-6pax-tv-box-wi-fi.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALTgLXVBsACAdICJGM5MmZjYjcxLTcyMzQtNGM2NS1iNWM2LWVhYmI1YTNhZDNhYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1599636301_430943871_6_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=20&highlighted_blocks=1599636301_430943871_6_0_0&hpos=20&matching_block_id=1599636301_430943871_6_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1599636301_430943871_6_0_0__27360&srepoch=1789739105&srpvid=b93460a9bc77102c&type=total&ucfs=1&,"Novo 8 Residences B 1408#1, 75250 Malacca, Malaysia",,,4,False,False,,5,Booking.com,,,,,,,,12,12,0,Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning | Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Air conditioning,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bathroom | Living Area | Media & Technology | Room amenities | Outdoors | Outdoor swimming pool
Free! | Miscellaneous | Languages Spoken"
n_sembilan,Seremban,1,1,sharonhomestay,https://www.booking.com/hotel/my/sharonhomestay.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKgg7XVBsACAdICJGQ4NGM4YjA5LWQwNTgtNDcwNC05NmJjLTdmZjAxZDU3MTZmYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1279111601_402000456_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=1279111601_402000456_2_0_0&hpos=1&matching_block_id=1279111601_402000456_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1279111601_402000456_2_0_0__38500&srepoch=1789739438&srpvid=c63f6150164513f2&type=total&ucfs=1&,"103  Taman cheong loong, jalan tuanku antah. Seremban, 70100 Seremban, Malaysia",9.1 Wonderful · 25 reviews,9.1 Rated: Wonderful 9.1 – based on 25 reviews Expand ratings and reviews section Wonderful 25 reviews,4,False,False,,3,Booking.com,9.1,9.3,9.4,9.6,9.4,8.7,7.5,22,8,0,Non-smoking rooms | Free parking | Fast free Wifi 194 Mbps) | Family rooms | Non-smoking rooms | Free parking | Fast free Wifi 194 Mbps) | Family rooms,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Fast free Wifi 194 Mbps. Suitable for streaming 4K content and making video calls on multiple devices. Speed test carried out by the host. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Common Areas | Spa | Food & Drink | Activities | Outdoor & View | Building Characteristics | Transportation | Front Desk Services | Miscellaneous | Safety & security | Languages Spoken"
n_sembilan,Seremban,1,2,SSR 41 SEREMBAN TOWN 4R3B homestay,https://www.booking.com/hotel/my/ssr-41-seremban-town-4r3b-homestay.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKgg7XVBsACAdICJGQ4NGM4YjA5LWQwNTgtNDcwNC05NmJjLTdmZjAxZDU3MTZmYdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1087644001_381683927_13_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=2&highlighted_blocks=1087644001_381683927_13_0_0&hpos=2&matching_block_id=1087644001_381683927_13_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1087644001_381683927_13_0_0__52920&srepoch=1789739438&srpvid=c63f6150164513f2&type=total&ucfs=1&,"41 Jalan Rahang, 70100 Seremban, Malaysia",8.8 Excellent · 19 reviews,8.8 Rated: Excellent 8.8 – based on 19 reviews Expand ratings and reviews section Excellent 19 reviews,4,False,False,,5,Booking.com,9.5,8.1,8.5,8.5,8.1,9,,10,4,0,Free parking | Free Wifi | Free parking | Free Wifi,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Media & Technology | Pets
Pets are allowed. Charges may apply. | Outdoors | Outdoor & View | Miscellaneous | Languages Spoken"
