year,state,state_code,region,rank,destination_name
2023,Melaka,MY-04,Southern,4,Jonker Street/ Jalan Hang Jebat
2023,Melaka,MY-04,Southern,5,Pantai Pengkalan Balak
2023,Sabah,MY-12,East Malaysia,1,Imago Shopping Mall
2023,Sabah,MY-12,East Malaysia,2,Pekan Kundasang & Pekan Nabalu
2023,Sabah,MY-12,East Malaysia,3,Pantai Tanjung Aru
2023,Sabah,MY-12,East Malaysia,4,Ladang Lembu Tenusu/ Desa Dairy Farm
2023,Sabah,MY-12,East Malaysia,5,Centre Point Sabah
2023,Negeri Sembilan,MY-05,Central,1,Pantai Port Dickson
2023,Negeri Sembilan,MY-05,Central,2,Palm Mall Seremban
2023,Negeri Sembilan,MY-05,Central,3,Pantai Teluk Kemang
2023,Negeri Sembilan,MY-05,Central,4,City Park Seremban 2
2023,Negeri Sembilan,MY-05,Central,5,Pantai Cahaya Negeri
2023,Sarawak,MY-13,East Malaysia,1,Daesco Star Mega Mall
2023,Sarawak,MY-13,East Malaysia,2,Pasar Sentral Sibu
2023,Sarawak,MY-13,East Malaysia,3,The Spring Mall Bintulu
2023,Sarawak,MY-13,East Malaysia,4,AEON MALL Kuching Central
2023,Sarawak,MY-13,East Malaysia,5,Vivacity Megamall
2023,Pahang,MY-06,East Coast,1,East Cost Mall (ECM)
2023,Pahang,MY-06,East Coast,2,Kuantan City Mall
2023,Pahang,MY-06,East Coast,3,Genting Highlands
2023,Pahang,MY-06,East Coast,4,Cameron Highlands
2023,Pahang,MY-06,East Coast,5,Pantai Teluk Cempedak
2023,W.P. Kuala Lumpur,MY-14,Central,1,Mid Valley Megamall
2023,W.P. Kuala Lumpur,MY-14,Central,2,Pavilion Kuala Lumpur
2023,W.P. Kuala Lumpur,MY-14,Central,3,SOGO
2023,W.P. Kuala Lumpur,MY-14,Central,4,Suria KLCC
2023,W.P. Kuala Lumpur,MY-14,Central,5,Berjaya Times Square
2023,Pulau Pinang,MY-07,Northern,1,Queensbay Mall
2023,Pulau Pinang,MY-07,Northern,2,Gurney Paragon Mall
2023,Pulau Pinang,MY-07,Northern,3,Pantai Batu Ferringhi
2023,Pulau Pinang,MY-07,Northern,4,1st Avenue Mall
2023,Pulau Pinang,MY-07,Northern,5,Bukit Bendera
2023,W.P. Labuan,MY-15,East Malaysia,1,Kampung Patau-Patau
2023,W.P. Labuan,MY-15,East Malaysia,2,Pantai Layang-layang
2023,W.P. Labuan,MY-15,East Malaysia,3,Kompleks Sukan Laut Antarabangsa Labuan
2023,W.P. Labuan,MY-15,East Malaysia,4,Pantai Pohon Batu
2023,W.P. Labuan,MY-15,East Malaysia,5,Kompleks Ujang Kewangan
2023,Perak,MY-08,Northern,1,Pulau Pangkor
2023,Perak,MY-08,Northern,2,Lost World of Tambun
2023,Perak,MY-08,Northern,3,Teluk Batik
2023,Perak,MY-08,Northern,4,Ipoh Parade Shopping Centre
2023,Perak,MY-08,Northern,5,Lumut Waterfront
2023,W.P. Putrajaya,MY-16,Central,1,Alamanda Shopping Centre
2023,W.P. Putrajaya,MY-16,Central,2,"Dataran Putrajaya, Presint 3"
2023,W.P. Putrajaya,MY-16,Central,3,Cruise Tasik Putrajaya
2023,W.P. Putrajaya,MY-16,Central,4,Putrajaya International Convention Centre (PICC)
2023,W.P. Putrajaya,MY-16,Central,5,"Taman Wetland, Presint 13"
2024,Johor,MY-01,Southern,1,Paradigm Mall Johor Bahru
2024,Johor,MY-01,Southern,2,Toppen Shopping Centre
2024,Johor,MY-01,Southern,3,Legoland Malaysia
2024,Johor,MY-01,Southern,4,Air Terjun Gunung Ledang
2024,Johor,MY-01,Southern,5,"The Mall, Mid Valley Southkey"
2024,Perlis,MY-09,Northern,1,Arked Niaga Padang Besar
2024,Perlis,MY-09,Northern,2,Medan Ikan Bakar Kuala Perlis
2024,Perlis,MY-09,Northern,3,Padang Waremart
2024,Perlis,MY-09,Northern,4,Hutan Lipur Bukit Ayer
2024,Perlis,MY-09,Northern,5,Menara Pandang Wang Kelian
2024,Kedah,MY-02,Northern,1,Aman Central Mall
2024,Kedah,MY-02,Northern,2,Amanjaya Mall
2024,Kedah,MY-02,Northern,3,Pantai Cenang
2024,Kedah,MY-02,Northern,4,Dataran Lang
2024,Kedah,MY-02,Northern,5,Pantai Tanjung Dawai
2024,Selangor,MY-10,Central,1,IOI City Mall
2024,Selangor,MY-10,Central,2,Ikea Damansara
2024,Selangor,MY-10,Central,3,Sunway Pyramid
2024,Selangor,MY-10,Central,4,1 Utama Shopping Centre
2024,Selangor,MY-10,Central,5,Batu Caves
2024,Kelantan,MY-03,East Coast,1,AEON Lembah Sireh
2024,Kelantan,MY-03,East Coast,2,Pasar Siti Khadijah
2024,Kelantan,MY-03,East Coast,3,KB Mall
2024,Kelantan,MY-03,East Coast,4,Pasar Malam Wakaf Che Yeh
2024,Kelantan,MY-03,East Coast,5,Pantai Cahaya Bulan
2024,Terengganu,MY-11,East Coast,1,KTCC Mall
2024,Terengganu,MY-11,East Coast,2,Terengganu Drawbridge
2024,Terengganu,MY-11,East Coast,3,Pantai Batu Buruk
2024,Terengganu,MY-11,East Coast,4,Pasar Besar Kedai Payang
2024,Terengganu,MY-11,East Coast,5,Pesisir Pantai Seberang Takir
2024,Melaka,MY-04,Southern,1,Pantai Klebang
2024,Melaka,MY-04,Southern,2,Jonker Street
2024,Melaka,MY-04,Southern,3,Mahkota Parade
2024,Melaka,MY-04,Southern,4,Dataran Pahlawan
2024,Melaka,MY-04,Southern,5,Zoo Melaka
2024,Sabah,MY-12,East Malaysia,1,Imago Shopping Mall
2024,Sabah,MY-12,East Malaysia,2,One Borneo Hypermall
2024,Sabah,MY-12,East Malaysia,3,Suria Sabah Shopping Mall
2024,Sabah,MY-12,East Malaysia,4,Centre Point Sabah
2024,Sabah,MY-12,East Malaysia,5,Pantai Tanjung Aru
2024,Negeri Sembilan,MY-05,Central,1,Palm Mall Seremban
2024,Negeri Sembilan,MY-05,Central,2,City Park Seremban 2
2024,Negeri Sembilan,MY-05,Central,3,Dataran Nilai
2024,Negeri Sembilan,MY-05,Central,4,Pantai Teluk Kemang
2024,Negeri Sembilan,MY-05,Central,5,Pantai Port Dickson
2024,Sarawak,MY-13,East Malaysia,1,Daesco Star Mega Mall
2024,Sarawak,MY-13,East Malaysia,2,The Spring Mall Bintulu
2024,Sarawak,MY-13,East Malaysia,3,Pasar Sentral Sibu
2024,Sarawak,MY-13,East Malaysia,4,Vivacity Megamall
2024,Sarawak,MY-13,East Malaysia,5,Wisma Sanyan
2024,Pahang,MY-06,East Coast,1,East Cost Mall (ECM)
2024,Pahang,MY-06,East Coast,2,Pantai Teluk Cempedak
2024,Pahang,MY-06,East Coast,3,Kuantan Parade
2024,Pahang,MY-06,East Coast,4,Genting Highlands
2024,Pahang,MY-06,East Coast,5,Cameron Highlands
2024,W.P. Kuala Lumpur,MY-14,Central,1,SOGO
2024,W.P. Kuala Lumpur,MY-14,Central,2,Mid Valley Megamall
2024,W.P. Kuala Lumpur,MY-14,Central,3,Suria KLCC
2024,W.P. Kuala Lumpur,MY-14,Central,4,Petaling Street Market
2024,W.P. Kuala Lumpur,MY-14,Central,5,Pasar Seni
2024,Pulau Pinang,MY-07,Northern,1,Queensbay Mall
2024,Pulau Pinang,MY-07,Northern,2,Pantai Batu Ferringhi
2024,Pulau Pinang,MY-07,Northern,3,Sunway Carnival Mall
2024,Pulau Pinang,MY-07,Northern,4,Gurney Plaza
2024,Pulau Pinang,MY-07,Northern,5,Bukit Bendera
2024,W.P. Labuan,MY-15,East Malaysia,1,Kompleks Ujana Kewangan
2024,W.P. Labuan,MY-15,East Malaysia,2,Dataran Labuan
2024,W.P. Labuan,MY-15,East Malaysia,3,Pantai Pohon Batu
2024,W.P. Labuan,MY-15,East Malaysia,4,Kompleks Sukan Laut Antarabangsa Labuan
2024,W.P. Labuan,MY-15,East Malaysia,5,Kampung Patau-Patau
2024,Perak,MY-08,Northern,1,Teluk Batik
2024,Perak,MY-08,Northern,2,Lumut Waterfront
2024,Perak,MY-08,Northern,3,Ipoh Night Market
2024,Perak,MY-08,Northern,4,Taman Rekreasi Gunung Lang
2024,Perak,MY-08,Northern,5,Pulau Pangkor
2024,W.P. Putrajaya,MY-16,Central,1,"Dataran Putrajaya, Presint 3"
2024,W.P. Putrajaya,MY-16,Central,2,Alamanda Shopping Centre
2024,W.P. Putrajaya,MY-16,Central,3,Masjid Putra
2024,W.P. Putrajaya,MY-16,Central,4,Cruise Tasik Putrajaya
2024,W.P. Putrajaya,MY-16,Central,5,Dataran Putra
2025,Johor,MY-01,Southern,1,Toppen Shopping Centre
2025,Johor,MY-01,Southern,2,Paradigm Mall Johor Bahru
2025,Johor,MY-01,Southern,3,Pantai Desaru
2025,Johor,MY-01,Southern,4,"The Mall, Mid Valley Southkey"
2025,Johor,MY-01,Southern,5,Johor Premium Outlet
2025,Perlis,MY-09,Northern,1,Arked Niaga Padang Besar
2025,Perlis,MY-09,Northern,2,Wang Kelian View Point
2025,Perlis,MY-09,Northern,3,Taman Eko-Rimba Bukit Ayer
2025,Perlis,MY-09,Northern,4,Padang Waremart
2025,Perlis,MY-09,Northern,5,Medan Ikan Bakar Kuala Perlis
2025,Kedah,MY-02,Northern,1,Aman Central Mall
2025,Kedah,MY-02,Northern,2,Pantai Tanjung Dawai
2025,Kedah,MY-02,Northern,3,Pantai Merdeka
2025,Kedah,MY-02,Northern,4,Pantai Cenang
2025,Kedah,MY-02,Northern,5,Gunung Jerai
2025,Selangor,MY-10,Central,1,IOI City Mall
2025,Selangor,MY-10,Central,2,1 Utama Shopping Centre
2025,Selangor,MY-10,Central,3,Sunway Pyramid
2025,Selangor,MY-10,Central,4,Ikea Damansara
2025,Selangor,MY-10,Central,5,Setia City Mall
2025,Kelantan,MY-03,East Coast,1,AEON Lembah Sireh
2025,Kelantan,MY-03,East Coast,2,Pasar Siti Khadijah
2025,Kelantan,MY-03,East Coast,3,KB Mall
2025,Kelantan,MY-03,East Coast,4,Pantai Tapang
2025,Kelantan,MY-03,East Coast,5,Pantai Melawi
2025,Terengganu,MY-11,East Coast,1,KTCC Mall
2025,Terengganu,MY-11,East Coast,2,Pasar Besar Kedai Payang
2025,Terengganu,MY-11,East Coast,3,Pantai Penarik
2025,Terengganu,MY-11,East Coast,4,Pantai Teluk Ketapang
2025,Terengganu,MY-11,East Coast,5,Pantai Batu Buruk
2025,Melaka,MY-04,Southern,1,AEON MALL Bandaraya Melaka
2025,Melaka,MY-04,Southern,2,Dataran Pahlawan Melaka Megamall
2025,Melaka,MY-04,Southern,3,Pantai Klebang
2025,Melaka,MY-04,Southern,4,Freeport A' Famosa Outlet
2025,Melaka,MY-04,Southern,5,Jonker Walk
2025,Sabah,MY-12,East Malaysia,1,Imago Shopping Mall
2025,Sabah,MY-12,East Malaysia,2,Pekan Nabalu
2025,Sabah,MY-12,East Malaysia,3,Pantai Anjung Aru
2025,Sabah,MY-12,East Malaysia,4,Pulau Mabul
2025,Sabah,MY-12,East Malaysia,5,Sungai Melangkap
2025,Negeri Sembilan,MY-05,Central,1,Pantai Teluk Kemang
2025,Negeri Sembilan,MY-05,Central,2,AEON Mall Nilai
2025,Negeri Sembilan,MY-05,Central,3,Pantai Port Dickson
2025,Negeri Sembilan,MY-05,Central,4,PD Water Front
2025,Negeri Sembilan,MY-05,Central,5,Masjid Sri Sendayan
2025,Sarawak,MY-13,East Malaysia,1,Kuching Waterfront
2025,Sarawak,MY-13,East Malaysia,2,Daesco Star Mega Mall
2025,Sarawak,MY-13,East Malaysia,3,Pasar Sentral Sibu
2025,Sarawak,MY-13,East Malaysia,4,The Spring Mall Bintulu
2025,Sarawak,MY-13,East Malaysia,5,Vivacity Megamall
2025,Pahang,MY-06,East Coast,1,Genting Highlands
2025,Pahang,MY-06,East Coast,2,Cameron Highlands
2025,Pahang,MY-06,East Coast,3,East Cost Mall
2025,Pahang,MY-06,East Coast,4,Pantai Teluk Cempedak
2025,Pahang,MY-06,East Coast,5,Kuantan City Mall
2025,W.P. Kuala Lumpur,MY-14,Central,1,Pavilion Kuala Lumpur
2025,W.P. Kuala Lumpur,MY-14,Central,2,SOGO
2025,W.P. Kuala Lumpur,MY-14,Central,3,Mid Valley Megamall
2025,W.P. Kuala Lumpur,MY-14,Central,4,Berjaya Times Square
2025,W.P. Kuala Lumpur,MY-14,Central,5,Axiata Arena Bukit Jalil
2025,Pulau Pinang,MY-07,Northern,1,Sunway Carnival Mall
2025,Pulau Pinang,MY-07,Northern,2,Queensbay Mall
2025,Pulau Pinang,MY-07,Northern,3,Gurney Plaza
2025,Pulau Pinang,MY-07,Northern,4,Pantai Teluk Bahang
2025,Pulau Pinang,MY-07,Northern,5,Kek Lok Si Temple
2025,W.P. Labuan,MY-15,East Malaysia,1,Kompleks Sukan Laut Antarabangsa Labuan
2025,W.P. Labuan,MY-15,East Malaysia,2,Dataran Labuan
2025,W.P. Labuan,MY-15,East Malaysia,3,Kampung Patau-Patau
2025,W.P. Labuan,MY-15,East Malaysia,4,Memorial Perang Dunia Kedua
2025,W.P. Labuan,MY-15,East Malaysia,5,Pantai Pohon Batu
2025,Perak,MY-08,Northern,1,Ipoh Parade Shopping Centre
2025,Perak,MY-08,Northern,2,Teluk Batik
2025,Perak,MY-08,Northern,3,Concubine Lane
2025,Perak,MY-08,Northern,4,Ipoh Night Market
2025,Perak,MY-08,Northern,5,Bazar Karat Ipoh
2025,W.P. Putrajaya,MY-16,Central,1,Dataran Putrajaya
2025,W.P. Putrajaya,MY-16,Central,2,Alamanda Shopping Centre
2025,W.P. Putrajaya,MY-16,Central,3,Masjid Putra
2025,W.P. Putrajaya,MY-16,Central,4,Cruise Tasik Putrajaya
2025,W.P. Putrajaya,MY-16,Central,5,Taman Saujana Hijau
